dataset,architecture,seed,epoch,layer,criterion,criterion_group,neuron_index,score
MNIST,medium,44,10,a1,output_weight_norm,baseline,338,1.006776213645935
MNIST,medium,44,10,a1,output_weight_norm,baseline,339,0.8664556741714478
MNIST,medium,44,10,a1,output_weight_norm,baseline,340,0.8787975907325745
MNIST,medium,44,10,a1,output_weight_norm,baseline,341,1.5355050563812256
MNIST,medium,44,10,a1,output_weight_norm,baseline,342,1.077206015586853
MNIST,medium,44,10,a1,output_weight_norm,baseline,343,0.7498931288719177
MNIST,medium,44,10,a1,output_weight_norm,baseline,344,0.9580013155937195
MNIST,medium,44,10,a1,output_weight_norm,baseline,345,1.051634669303894
MNIST,medium,44,10,a1,output_weight_norm,baseline,346,1.2612943649291992
MNIST,medium,44,10,a1,output_weight_norm,baseline,347,0.9413162469863892
MNIST,medium,44,10,a1,output_weight_norm,baseline,348,1.1294562816619873
MNIST,medium,44,10,a1,output_weight_norm,baseline,349,0.9632722735404968
MNIST,medium,44,10,a1,output_weight_norm,baseline,350,0.8972852826118469
MNIST,medium,44,10,a1,output_weight_norm,baseline,351,0.4285058081150055
MNIST,medium,44,10,a1,output_weight_norm,baseline,352,0.7998539209365845
MNIST,medium,44,10,a1,output_weight_norm,baseline,353,1.0806418657302856
MNIST,medium,44,10,a1,output_weight_norm,baseline,354,1.2978814840316772
MNIST,medium,44,10,a1,output_weight_norm,baseline,355,1.0046875476837158
MNIST,medium,44,10,a1,output_weight_norm,baseline,356,0.9047869443893433
MNIST,medium,44,10,a1,output_weight_norm,baseline,357,1.0904715061187744
MNIST,medium,44,10,a1,output_weight_norm,baseline,358,0.9444466829299927
MNIST,medium,44,10,a1,output_weight_norm,baseline,359,0.7395843863487244
MNIST,medium,44,10,a1,output_weight_norm,baseline,360,0.7795966267585754
MNIST,medium,44,10,a1,output_weight_norm,baseline,361,1.4318881034851074
MNIST,medium,44,10,a1,output_weight_norm,baseline,362,1.0500603914260864
